"Titre de tracé : 10848914"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 1)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 2)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 3)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 4)","Hôte connecté (LGR S/N: 10848914)","Arrêté (LGR S/N: 10848914)","Fin de fichier (LGR S/N: 10848914)"
303,04/12/19 03:30:00 PM,21.658,22.547,22.747,23.372,,,
304,04/12/19 03:45:00 PM,21.316,22.961,21.945,23.746,,,
305,04/12/19 04:00:00 PM,20.445,21.163,21.366,21.713,,,
306,04/12/19 04:15:00 PM,17.662,18.400,18.363,18.903,,,
307,04/12/19 04:30:00 PM,16.801,17.378,17.494,17.697,,,
308,04/12/19 04:45:00 PM,21.348,22.538,21.437,23.516,,,
309,04/12/19 05:00:00 PM,20.268,20.761,20.904,20.755,,,
310,04/12/19 05:15:00 PM,16.652,17.379,17.556,17.241,,,
311,04/12/19 05:30:00 PM,16.260,16.900,17.063,17.109,,,
312,04/12/19 05:45:00 PM,15.925,16.633,16.676,16.813,,,
313,04/12/19 06:00:00 PM,15.164,15.791,15.944,15.742,,,
314,04/12/19 06:15:00 PM,14.632,15.282,15.329,15.333,,,
315,04/12/19 06:30:00 PM,14.120,14.658,14.749,14.729,,,
316,04/12/19 06:45:00 PM,12.861,13.290,13.455,13.233,,,
317,04/12/19 07:00:00 PM,11.933,12.298,12.432,12.323,,,
318,04/12/19 07:15:00 PM,11.379,11.712,11.812,11.766,,,
319,04/12/19 07:30:00 PM,10.956,11.256,11.349,11.304,,,
320,04/12/19 07:45:00 PM,10.433,10.715,10.812,10.672,,,
321,04/12/19 08:00:00 PM,9.495,9.758,9.866,9.654,,,
322,04/12/19 08:15:00 PM,8.593,8.810,8.917,8.697,,,
323,04/12/19 08:30:00 PM,7.640,7.842,7.932,7.658,,,
324,04/12/19 08:45:00 PM,6.832,7.006,7.083,6.875,,,
325,04/12/19 09:00:00 PM,6.290,6.433,6.495,6.387,,,
326,04/12/19 09:15:00 PM,5.954,6.076,6.150,6.056,,,
327,04/12/19 09:30:00 PM,5.321,5.464,5.547,5.350,,,
328,04/12/19 09:45:00 PM,4.574,4.743,4.833,4.615,,,
329,04/12/19 10:00:00 PM,4.117,4.281,4.360,4.293,,,
330,04/12/19 10:15:00 PM,4.015,4.153,4.237,4.268,,,
331,04/12/19 10:30:00 PM,4.030,4.146,4.228,4.304,,,
332,04/12/19 10:45:00 PM,4.056,4.161,4.232,4.316,,,
333,04/12/19 11:00:00 PM,4.089,4.182,4.242,4.252,,,
334,04/12/19 11:15:00 PM,4.074,4.174,4.237,4.303,,,
335,04/12/19 11:30:00 PM,4.288,4.347,4.399,4.486,,,
